54573.000000 99000.000000 
67445.193000 99000.000000 
75593.039000 99000.000000 
85229.024000 99000.000000 
99279.798000 99000.000000 
107000.592000 99000.000000 
116692.745000 99000.000000 
125277.024000 99000.000000 
134515.310000 99000.000000 
144598.800000 99000.000000 
152896.215000 99000.000000 
165631.910000 99000.000000 
178313.800000 99000.000000 
186355.590000 99000.000000 
203568.510000 99000.000000 
215388.100000 99000.000000 
228580.850000 99000.000000 
243508.160000 99000.000000 
252872.400000 99000.000000 
266213.910000 99000.000000 
277827.920000 99000.000000 
294294.750000 99000.000000 
307193.620000 99000.000000 
320605.840000 99000.000000 
332443.880000 99000.000000 
339801.150000 99000.000000 
353127.910000 99000.000000 
360146.120000 99000.000000 
373112.590000 99000.000000 
385248.720000 99000.000000 
399351.260000 99000.000000 
408358.750000 99000.000000 
420074.300000 99000.000000 
429227.360000 99000.000000 
441241.060000 99000.000000 
451949.060000 99000.000000 
462447.210000 99000.000000 
472832.570000 99000.000000 
485217.120000 99000.000000 
496213.970000 99000.000000 
507984.710000 99000.000000 
517258.940000 99000.000000 
523245.130000 99000.000000 
533108.800000 99000.000000 
543953.450000 99000.000000 
557382.540000 99000.000000 
568214.440000 99000.000000 
579125.670000 99000.000000 
600309.060000 99000.000000 

